RowNumber,species_1,cluster_1,species_2,cluster_2,dist,neighborhood,cross_species_cluster1_species_1,cross_species_cluster2_species_2,NewSortColumn
3565,3,38,1,37,47.40412668,179,38,28,86
17561,1,38,2,45,57.38596937,179,38,28,86
22835,1,38,5,45,46.38804281,179,38,28,86
7345,3,38,2,45,44.13852061,179,38,28,86
14641,3,38,5,45,37.69165696,179,38,28,86
22764,1,39,5,34,44.80030096,179,38,28,86
30615,4,39,5,34,46.45087509,179,38,28,86
17508,1,39,2,35,41.76196428,179,38,28,86
22782,1,39,5,35,39.60238914,179,38,28,86
30643,4,39,5,35,42.64961036,179,38,28,86
20387,1,39,4,36,52.989149,179,38,28,86
17562,1,39,2,45,45.9658539,179,38,28,86
22836,1,39,5,45,39.34236275,179,38,28,86
30727,4,39,5,45,38.6213131,179,38,28,86
28183,2,40,5,34,46.50496213,179,38,28,86
14527,3,40,5,34,54.31650061,179,38,28,86
28201,2,40,5,35,42.52124689,179,38,28,86
7260,3,40,2,35,49.93019326,179,38,28,86
14556,3,40,5,35,51.67175933,179,38,28,86
25725,2,40,4,36,54.64582542,179,38,28,86
11254,3,40,4,36,61.5500397,179,38,28,86
3567,3,40,1,37,58.46215673,179,38,28,86
28255,2,40,5,45,39.15668754,179,38,28,86
7347,3,40,2,45,56.01176502,179,38,28,86
14643,3,40,5,45,44.59223816,179,38,28,86
17417,1,38,2,27,64.76958587,179,38,29,86
22691,1,38,5,27,62.00636072,179,38,29,86
7113,3,38,2,27,59.08960932,179,38,29,86
14409,3,38,5,27,56.31189714,179,38,29,86
3304,3,38,1,28,64.75981891,179,38,29,86
20224,1,38,4,29,66.94174765,179,38,29,86
10991,3,38,4,29,61.20312445,179,38,29,86
20242,1,38,4,30,64.47429715,179,38,29,86
3362,3,38,1,30,60.20750116,179,38,29,86
11020,3,38,4,30,61.10944183,179,38,29,86
20260,1,38,4,31,66.85721124,179,38,29,86
11049,3,38,4,31,62.5460702,179,38,29,86
20278,1,38,4,32,70.68781344,179,38,29,86
11078,3,38,4,32,66.43289313,179,38,29,86
20098,1,38,4,49,66.10602516,179,38,29,86
10788,3,38,4,49,60.8223246,179,38,29,86
17418,1,39,2,27,60.22377415,179,38,29,86
22692,1,39,5,27,57.47547155,179,38,29,86
30503,4,39,5,27,56.18759466,179,38,29,86
20225,1,39,4,29,62.39350396,179,38,29,86
20243,1,39,4,30,62.00656896,179,38,29,86
20261,1,39,4,31,63.43701165,179,38,29,86
20279,1,39,4,32,67.4057171,179,38,29,86
20099,1,39,4,49,62.00842884,179,38,29,86
28111,2,40,5,27,56.93107859,179,38,29,86
7115,3,40,2,27,63.12510835,179,38,29,86
14411,3,40,5,27,60.32207715,179,38,29,86
3306,3,40,1,28,66.27210106,179,38,29,86
25563,2,40,4,29,62.12535786,179,38,29,86
10993,3,40,4,29,65.40083837,179,38,29,86
25581,2,40,4,30,60.9714368,179,38,29,86
3364,3,40,1,30,63.63958185,179,38,29,86
11022,3,40,4,30,62.95683691,179,38,29,86
25599,2,40,4,31,62.80466681,179,38,29,86
11051,3,40,4,31,65.36750536,179,38,29,86
25617,2,40,4,32,66.95390189,179,38,29,86
11080,3,40,4,32,69.2960218,179,38,29,86
25437,2,40,4,49,61.53974542,179,38,29,86
10790,3,40,4,49,64.51897714,179,38,29,86
25417,2,38,4,27,58.91712216,179,39,27,86
25543,2,38,4,28,57.72656562,179,39,27,86
28127,2,38,5,28,49.64957875,179,39,27,86
30530,4,38,5,28,49.93170147,179,39,27,86
28145,2,38,5,29,47.51119408,179,39,27,86
30558,4,38,5,29,44.27514913,179,39,27,86
28163,2,38,5,30,48.69069506,179,39,27,86
30586,4,38,5,30,48.98954669,179,39,27,86
25633,2,38,4,33,61.43006255,179,39,27,86
28217,2,38,5,36,47.72797555,179,39,27,86
30670,4,38,5,36,48.95379544,179,39,27,86
25453,2,38,4,50,52.42623899,179,39,27,86
25471,2,38,4,51,56.26270324,179,39,27,86
25489,2,38,4,52,60.86614272,179,39,27,86
25651,2,38,4,53,48.393575,179,39,27,86
25669,2,38,4,54,49.35820445,179,39,27,86
25507,2,38,4,58,57.37372982,179,39,27,86
25525,2,38,4,59,52.7206654,179,39,27,86
25418,2,39,4,27,59.85246296,179,39,27,86
3276,3,39,1,27,57.67493024,179,39,27,86
10760,3,39,4,27,58.53330184,179,39,27,86
25544,2,39,4,28,58.19463657,179,39,27,86
28128,2,39,5,28,50.76691305,179,39,27,86
7143,3,39,2,28,55.96568089,179,39,27,86
10963,3,39,4,28,56.94080948,179,39,27,86
14439,3,39,5,28,49.28082726,179,39,27,86
28146,2,39,5,29,51.30627578,179,39,27,86
3334,3,39,1,29,58.47557329,179,39,27,86
7172,3,39,2,29,48.72291825,179,39,27,86
14468,3,39,5,29,49.56774324,179,39,27,86
28164,2,39,5,30,48.54516331,179,39,27,86
7201,3,39,2,30,46.89521623,179,39,27,86
14497,3,39,5,30,47.28613423,179,39,27,86
3392,3,39,1,31,51.72934199,179,39,27,86
3421,3,39,1,32,50.69424197,179,39,27,86
25634,2,39,4,33,60.34420597,179,39,27,86
3450,3,39,1,33,53.64627695,179,39,27,86
11108,3,39,4,33,59.58477138,179,39,27,86
28218,2,39,5,36,43.94296575,179,39,27,86
14584,3,39,5,36,42.80979421,179,39,27,86
25454,2,39,4,50,54.55665467,179,39,27,86
10818,3,39,4,50,52.92431964,179,39,27,86
25472,2,39,4,51,56.24017677,179,39,27,86
10847,3,39,4,51,54.99158948,179,39,27,86
25490,2,39,4,52,60.96363223,179,39,27,86
10876,3,39,4,52,59.76894466,179,39,27,86
25652,2,39,4,53,52.63101586,179,39,27,86
11137,3,39,4,53,50.90083611,179,39,27,86
25670,2,39,4,54,53.96946821,179,39,27,86
11166,3,39,4,54,52.18684764,179,39,27,86
25508,2,39,4,58,56.95309098,179,39,27,86
10905,3,39,4,58,55.92635075,179,39,27,86
25526,2,39,4,59,53.24068138,179,39,27,86
10934,3,39,4,59,52.02104434,179,39,27,86
20082,1,40,4,27,58.14631602,179,39,27,86
17437,1,40,2,28,56.58473327,179,39,27,86
20208,1,40,4,28,56.86835234,179,39,27,86
22711,1,40,5,28,48.83637184,179,39,27,86
30532,4,40,5,28,48.25103,179,39,27,86
17455,1,40,2,29,46.68838586,179,39,27,86
22729,1,40,5,29,46.77587907,179,39,27,86
30560,4,40,5,29,48.83449664,179,39,27,86
17473,1,40,2,30,50.13082747,179,39,27,86
22747,1,40,5,30,47.83046872,179,39,27,86
30588,4,40,5,30,44.9933457,179,39,27,86
20298,1,40,4,33,60.66013747,179,39,27,86
22801,1,40,5,36,46.25910558,179,39,27,86
30672,4,40,5,36,39.28884805,179,39,27,86
20118,1,40,4,50,51.69816267,179,39,27,86
20136,1,40,4,51,55.3072779,179,39,27,86
20154,1,40,4,52,59.98899947,179,39,27,86
20316,1,40,4,53,47.75581457,179,39,27,86
20334,1,40,4,54,48.93107232,179,39,27,86
20172,1,40,4,58,56.64943194,179,39,27,86
20190,1,40,4,59,52.09119884,179,39,27,86
20083,1,41,4,27,60.33131759,179,39,27,86
3278,3,41,1,27,55.77876293,179,39,27,86
10762,3,41,4,27,54.55762993,179,39,27,86
17438,1,41,2,28,57.25537114,179,39,27,86
20209,1,41,4,28,58.7594551,179,39,27,86
22712,1,41,5,28,51.27693946,179,39,27,86
7145,3,41,2,28,53.82934499,179,39,27,86
10965,3,41,4,28,51.56089824,179,39,27,86
14441,3,41,5,28,45.37239293,179,39,27,86
30533,4,41,5,28,48.5237073,179,39,27,86
17456,1,41,2,29,50.9857776,179,39,27,86
22730,1,41,5,29,51.7922697,179,39,27,86
3336,3,41,1,29,54.77639644,179,39,27,86
7174,3,41,2,29,42.84883816,179,39,27,86
14470,3,41,5,29,43.16461582,179,39,27,86
30561,4,41,5,29,48.01816641,179,39,27,86
17474,1,41,2,30,47.86827875,179,39,27,86
22748,1,41,5,30,49.20119457,179,39,27,86
7203,3,41,2,30,49.25795825,179,39,27,86
14499,3,41,5,30,46.60242808,179,39,27,86
30589,4,41,5,30,46.78024181,179,39,27,86
3394,3,41,1,31,45.11792023,179,39,27,86
3423,3,41,1,32,45.07177319,179,39,27,86
20299,1,41,4,33,60.66115934,179,39,27,86
3452,3,41,1,33,51.54259679,179,39,27,86
11110,3,41,4,33,58.22977875,179,39,27,86
22802,1,41,5,36,44.13638612,179,39,27,86
14586,3,41,5,36,43.96623865,179,39,27,86
30673,4,41,5,36,44.26062932,179,39,27,86
20119,1,41,4,50,55.12697211,179,39,27,86
10820,3,41,4,50,47.71378931,179,39,27,86
20137,1,41,4,51,56.69758708,179,39,27,86
10849,3,41,4,51,51.94855757,179,39,27,86
20155,1,41,4,52,61.40667907,179,39,27,86
10878,3,41,4,52,56.39533259,179,39,27,86
20317,1,41,4,53,53.16278782,179,39,27,86
11139,3,41,4,53,44.35850758,179,39,27,86
20335,1,41,4,54,54.68860566,179,39,27,86
11168,3,41,4,54,42.46358842,179,39,27,86
20173,1,41,4,58,57.59753174,179,39,27,86
10907,3,41,4,58,54.84095505,179,39,27,86
20191,1,41,4,59,53.68865139,179,39,27,86
10936,3,41,4,59,49.51995898,179,39,27,86
3279,3,55,1,27,61.62058754,179,39,27,86
10763,3,55,4,27,60.44245807,179,39,27,86
7146,3,55,2,28,59.75418756,179,39,27,86
10966,3,55,4,28,59.76109249,179,39,27,86
14442,3,55,5,28,51.96208669,179,39,27,86
3337,3,55,1,29,60.97407081,179,39,27,86
7175,3,55,2,29,48.97098191,179,39,27,86
14471,3,55,5,29,47.88381248,179,39,27,86
7204,3,55,2,30,54.2519981,179,39,27,86
14500,3,55,5,30,50.51769945,179,39,27,86
3395,3,55,1,31,49.55535512,179,39,27,86
3424,3,55,1,32,51.44900261,179,39,27,86
3453,3,55,1,33,57.46754056,179,39,27,86
11111,3,55,4,33,63.80245538,179,39,27,86
14587,3,55,5,36,49.70145439,179,39,27,86
10821,3,55,4,50,54.16475681,179,39,27,86
10850,3,55,4,51,58.0830508,179,39,27,86
10879,3,55,4,52,62.53097249,179,39,27,86
11140,3,55,4,53,48.79680976,179,39,27,86
11169,3,55,4,54,50.8585419,179,39,27,86
10908,3,55,4,58,59.3007154,179,39,27,86
10937,3,55,4,59,55.48277143,179,39,27,86
3280,3,56,1,27,62.93034134,179,39,27,86
10764,3,56,4,27,61.34557971,179,39,27,86
7147,3,56,2,28,61.0483801,179,39,27,86
10967,3,56,4,28,60.52033123,179,39,27,86
14443,3,56,5,28,51.83479005,179,39,27,86
3338,3,56,1,29,61.90876929,179,39,27,86
7176,3,56,2,29,47.7860032,179,39,27,86
14472,3,56,5,29,45.55744277,179,39,27,86
7205,3,56,2,30,54.98250833,179,39,27,86
14501,3,56,5,30,50.08195497,179,39,27,86
3396,3,56,1,31,46.59050639,179,39,27,86
3425,3,56,1,32,50.98128208,179,39,27,86
3454,3,56,1,33,57.13845703,179,39,27,86
11112,3,56,4,33,65.06624788,179,39,27,86
14588,3,56,5,36,50.44588792,179,39,27,86
10822,3,56,4,50,54.17078027,179,39,27,86
10851,3,56,4,51,59.09766623,179,39,27,86
10880,3,56,4,52,63.52901403,179,39,27,86
11141,3,56,4,53,45.90434202,179,39,27,86
11170,3,56,4,54,48.71655154,179,39,27,86
10909,3,56,4,58,59.81985573,179,39,27,86
10938,3,56,4,59,55.2414573,179,39,27,86
3281,3,57,1,27,56.81495168,179,39,27,86
10765,3,57,4,27,58.10315961,179,39,27,86
7148,3,57,2,28,55.34595025,179,39,27,86
10968,3,57,4,28,56.53442905,179,39,27,86
14444,3,57,5,28,48.98242904,179,39,27,86
3339,3,57,1,29,58.40020505,179,39,27,86
7177,3,57,2,29,47.82064706,179,39,27,86
14473,3,57,5,29,50.11861964,179,39,27,86
7206,3,57,2,30,50.2925289,179,39,27,86
14502,3,57,5,30,49.20853137,179,39,27,86
3397,3,57,1,31,52.30456973,179,39,27,86
3426,3,57,1,32,49.02447044,179,39,27,86
3455,3,57,1,33,53.23316179,179,39,27,86
11113,3,57,4,33,59.57524941,179,39,27,86
14589,3,57,5,36,48.53840705,179,39,27,86
10823,3,57,4,50,51.90378065,179,39,27,86
10852,3,57,4,51,55.11310427,179,39,27,86
10881,3,57,4,52,59.72909963,179,39,27,86
11142,3,57,4,53,51.00591065,179,39,27,86
11171,3,57,4,54,50.30526846,179,39,27,86
10910,3,57,4,58,56.72606609,179,39,27,86
10939,3,57,4,59,51.50653407,179,39,27,86
28181,2,38,5,34,49.88716191,179,39,28,86
30614,4,38,5,34,51.8581049,179,39,28,86
28199,2,38,5,35,50.06016067,179,39,28,86
30642,4,38,5,35,50.79088467,179,39,28,86
25723,2,38,4,36,57.15194111,179,39,28,86
28253,2,38,5,45,43.96885882,179,39,28,86
30726,4,38,5,45,47.10619078,179,39,28,86
28182,2,39,5,34,49.62554669,179,39,28,86
14526,3,39,5,34,48.38816104,179,39,28,86
28200,2,39,5,35,47.7517742,179,39,28,86
7259,3,39,2,35,42.23615235,179,39,28,86
14555,3,39,5,35,46.53338061,179,39,28,86
25724,2,39,4,36,57.59335134,179,39,28,86
11253,3,39,4,36,56.47789592,179,39,28,86
3566,3,39,1,37,52.7239481,179,39,28,86
28254,2,39,5,45,43.10019396,179,39,28,86
7346,3,39,2,45,50.04598818,179,39,28,86
14642,3,39,5,45,41.64554632,179,39,28,86
22765,1,40,5,34,48.86263023,179,39,28,86
30616,4,40,5,34,45.82536774,179,39,28,86
17509,1,40,2,35,42.32244932,179,39,28,86
22783,1,40,5,35,48.66376414,179,39,28,86
30644,4,40,5,35,43.10030554,179,39,28,86
20388,1,40,4,36,56.331582,179,39,28,86
17563,1,40,2,45,50.50213032,179,39,28,86
22837,1,40,5,45,42.80512219,179,39,28,86
30728,4,40,5,45,38.72750868,179,39,28,86
22766,1,41,5,34,49.81696732,179,39,28,86
14528,3,41,5,34,47.02431193,179,39,28,86
30617,4,41,5,34,48.0151039,179,39,28,86
17510,1,41,2,35,43.85073503,179,39,28,86
22784,1,41,5,35,47.85605629,179,39,28,86
7261,3,41,2,35,41.36874072,179,39,28,86
14557,3,41,5,35,46.30911732,179,39,28,86
30645,4,41,5,35,47.37800179,179,39,28,86
20389,1,41,4,36,57.69775741,179,39,28,86
11255,3,41,4,36,54.41886115,179,39,28,86
3568,3,41,1,37,50.93959645,179,39,28,86
17564,1,41,2,45,51.48223522,179,39,28,86
22838,1,41,5,45,43.41600174,179,39,28,86
7348,3,41,2,45,48.14847943,179,39,28,86
14644,3,41,5,45,40.13868944,179,39,28,86
30729,4,41,5,45,41.40306892,179,39,28,86
14529,3,55,5,34,50.77422086,179,39,28,86
7262,3,55,2,35,45.01147649,179,39,28,86
14558,3,55,5,35,50.62225624,179,39,28,86
11256,3,55,4,36,57.688099,179,39,28,86
3569,3,55,1,37,54.38755119,179,39,28,86
7349,3,55,2,45,52.08758183,179,39,28,86
14645,3,55,5,45,46.53631546,179,39,28,86
14530,3,56,5,34,52.56448868,179,39,28,86
7263,3,56,2,35,48.11092544,179,39,28,86
14559,3,56,5,35,51.54482668,179,39,28,86
11257,3,56,4,36,59.47041504,179,39,28,86
3570,3,56,1,37,56.05789857,179,39,28,86
7350,3,56,2,45,53.53096053,179,39,28,86
14646,3,56,5,45,48.52402933,179,39,28,86
14531,3,57,5,34,50.66992641,179,39,28,86
7264,3,57,2,35,42.90259725,179,39,28,86
14560,3,57,5,35,52.22541655,179,39,28,86
11258,3,57,4,36,57.94556889,179,39,28,86
3571,3,57,1,37,55.05908001,179,39,28,86
7351,3,57,2,45,52.98336031,179,39,28,86
14647,3,57,5,45,42.45479846,179,39,28,86
28109,2,38,5,27,54.67860313,179,39,29,86
30502,4,38,5,27,55.21037109,179,39,29,86
25561,2,38,4,29,60.75805966,179,39,29,86
25579,2,38,4,30,57.1369138,179,39,29,86
25597,2,38,4,31,58.38946556,179,39,29,86
25615,2,38,4,32,63.98337119,179,39,29,86
25435,2,38,4,49,58.03466773,179,39,29,86
28110,2,39,5,27,56.49637132,179,39,29,86
7114,3,39,2,27,57.94914566,179,39,29,86
14410,3,39,5,27,55.01064277,179,39,29,86
3305,3,39,1,28,62.89007094,179,39,29,86
25562,2,39,4,29,61.62722575,179,39,29,86
10992,3,39,4,29,60.35024784,179,39,29,86
25580,2,39,4,30,61.38882004,179,39,29,86
3363,3,39,1,30,59.03914389,179,39,29,86
11021,3,39,4,30,59.81710142,179,39,29,86
25598,2,39,4,31,61.73035532,179,39,29,86
11050,3,39,4,31,60.17202287,179,39,29,86
25616,2,39,4,32,66.63499595,179,39,29,86
11079,3,39,4,32,65.2103862,179,39,29,86
25436,2,39,4,49,60.99962308,179,39,29,86
10789,3,39,4,49,59.44582079,179,39,29,86
17419,1,40,2,27,57.51063971,179,39,29,86
22693,1,40,5,27,54.00310259,179,39,29,86
30504,4,40,5,27,53.98559782,179,39,29,86
20226,1,40,4,29,60.02642185,179,39,29,86
20244,1,40,4,30,56.96083226,179,39,29,86
20262,1,40,4,31,57.98068167,179,39,29,86
20280,1,40,4,32,63.52738577,179,39,29,86
20100,1,40,4,49,57.55952629,179,39,29,86
17420,1,41,2,27,59.8282404,179,39,29,86
22694,1,41,5,27,57.04770146,179,39,29,86
7116,3,41,2,27,53.66337272,179,39,29,86
14412,3,41,5,27,50.12292999,179,39,29,86
30505,4,41,5,27,53.97063972,179,39,29,86
3307,3,41,1,28,57.16323682,179,39,29,86
20227,1,41,4,29,62.18569473,179,39,29,86
10994,3,41,4,29,54.90069515,179,39,29,86
20245,1,41,4,30,61.85018158,179,39,29,86
3365,3,41,1,30,53.31285447,179,39,29,86
11023,3,41,4,30,53.20652351,179,39,29,86
20263,1,41,4,31,62.25942935,179,39,29,86
11052,3,41,4,31,54.61283781,179,39,29,86
20281,1,41,4,32,67.19243246,179,39,29,86
11081,3,41,4,32,58.89555332,179,39,29,86
20101,1,41,4,49,61.55234842,179,39,29,86
10791,3,41,4,49,53.4032643,179,39,29,86
7117,3,55,2,27,59.91890054,179,39,29,86
14413,3,55,5,27,56.42997523,179,39,29,86
3308,3,55,1,28,62.05027922,179,39,29,86
10995,3,55,4,29,62.51270854,179,39,29,86
3366,3,55,1,30,59.56888782,179,39,29,86
11024,3,55,4,30,58.94807683,179,39,29,86
11053,3,55,4,31,59.63035935,179,39,29,86
11082,3,55,4,32,65.29680074,179,39,29,86
10792,3,55,4,49,59.57945582,179,39,29,86
7118,3,56,2,27,60.70342521,179,39,29,86
14414,3,56,5,27,56.8789156,179,39,29,86
3309,3,56,1,28,62.20650211,179,39,29,86
10996,3,56,4,29,63.23819535,179,39,29,86
3367,3,56,1,30,59.9387257,179,39,29,86
11025,3,56,4,30,58.53388287,179,39,29,86
11054,3,56,4,31,60.20233466,179,39,29,86
11083,3,56,4,32,65.86383155,179,39,29,86
10793,3,56,4,49,59.91591332,179,39,29,86
7119,3,57,2,27,57.27036128,179,39,29,86
14415,3,57,5,27,53.7743703,179,39,29,86
3310,3,57,1,28,58.610148,179,39,29,86
10997,3,57,4,29,59.75760928,179,39,29,86
3368,3,57,1,30,56.85210796,179,39,29,86
11026,3,57,4,30,55.68370004,179,39,29,86
11055,3,57,4,31,57.9108206,179,39,29,86
11084,3,57,4,32,63.39370842,179,39,29,86
10794,3,57,4,49,57.04081101,179,39,29,86
20350,1,38,4,34,50.79825353,179,38,34,87
3478,3,38,1,34,32.3736621,179,38,34,87
11194,3,38,4,34,30.91881485,179,38,34,87
3507,3,38,1,35,33.07277958,179,38,34,87
17525,1,38,2,36,51.76380531,179,38,34,87
7287,3,38,2,36,31.69182549,179,38,34,87
17543,1,38,2,37,52.59861909,179,38,34,87
7316,3,38,2,37,32.42698841,179,38,34,87
22853,1,38,5,177,51.88512944,179,38,34,87
14670,3,38,5,177,31.65210456,179,38,34,87
20351,1,39,4,34,33.61590933,179,38,34,87
17526,1,39,2,36,34.41767958,179,38,34,87
17544,1,39,2,37,35.18161838,179,38,34,87
22854,1,39,5,177,34.36276942,179,38,34,87
30755,4,39,5,177,39.24291471,179,38,34,87
25689,2,40,4,34,37.63041586,179,38,34,87
3480,3,40,1,34,50.41635198,179,38,34,87
11196,3,40,4,34,48.72620561,179,38,34,87
3509,3,40,1,35,50.92305036,179,38,34,87
7289,3,40,2,36,49.74947927,179,38,34,87
7318,3,40,2,37,50.66056602,179,38,34,87
28273,2,40,5,177,38.71464621,179,38,34,87
14672,3,40,5,177,49.88067679,179,38,34,87
17489,1,38,2,34,55.25008279,179,38,35,87
7229,3,38,2,34,47.73042507,179,38,35,87
20368,1,38,4,35,56.27658249,179,38,35,87
11223,3,38,4,35,48.82082237,179,38,35,87
3536,3,38,1,36,50.77076453,179,38,35,87
22817,1,38,5,37,53.24307058,179,38,35,87
14612,3,38,5,37,45.75722571,179,38,35,87
17490,1,39,2,34,48.3299163,179,38,35,87
20369,1,39,4,35,49.38960419,179,38,35,87
22818,1,39,5,37,46.42268623,179,38,35,87
30699,4,39,5,37,45.7855709,179,38,35,87
7231,3,40,2,34,53.67982495,179,38,35,87
25707,2,40,4,35,49.10283787,179,38,35,87
11225,3,40,4,35,54.64601289,179,38,35,87
3538,3,40,1,36,56.73990713,179,38,35,87
28237,2,40,5,37,46.09807278,179,38,35,87
14614,3,40,5,37,51.7219829,179,38,35,87
25687,2,38,4,34,52.9203543,179,39,34,87
28271,2,38,5,177,55.65635876,179,39,34,87
30754,4,38,5,177,58.00960695,179,39,34,87
25688,2,39,4,34,45.60823395,179,39,34,87
3479,3,39,1,34,47.60622212,179,39,34,87
11195,3,39,4,34,44.94068694,179,39,34,87
3508,3,39,1,35,45.83329193,179,39,34,87
7288,3,39,2,36,46.92047782,179,39,34,87
7317,3,39,2,37,46.20230184,179,39,34,87
28272,2,39,5,177,47.62162963,179,39,34,87
14671,3,39,5,177,47.11299604,179,39,34,87
20352,1,40,4,34,51.21858126,179,39,34,87
17527,1,40,2,36,53.65536171,179,39,34,87
17545,1,40,2,37,50.67323282,179,39,34,87
22855,1,40,5,177,53.95694335,179,39,34,87
30756,4,40,5,177,41.34399731,179,39,34,87
20353,1,41,4,34,45.54243087,179,39,34,87
3481,3,41,1,34,53.01979548,179,39,34,87
11197,3,41,4,34,49.63757956,179,39,34,87
3510,3,41,1,35,47.54664871,179,39,34,87
17528,1,41,2,36,47.29992163,179,39,34,87
7290,3,41,2,36,52.0510793,179,39,34,87
17546,1,41,2,37,47.17740526,179,39,34,87
7319,3,41,2,37,48.34223182,179,39,34,87
22856,1,41,5,177,47.44426263,179,39,34,87
14673,3,41,5,177,52.46759586,179,39,34,87
30757,4,41,5,177,50.63856708,179,39,34,87
3482,3,55,1,34,57.8682458,179,39,34,87
11198,3,55,4,34,54.57599902,179,39,34,87
3511,3,55,1,35,52.35248202,179,39,34,87
7291,3,55,2,36,57.08202216,179,39,34,87
7320,3,55,2,37,53.36011304,179,39,34,87
14674,3,55,5,177,57.40488652,179,39,34,87
3483,3,56,1,34,59.46192423,179,39,34,87
11199,3,56,4,34,56.13695094,179,39,34,87
3512,3,56,1,35,54.1332601,179,39,34,87
7292,3,56,2,36,58.63442064,179,39,34,87
7321,3,56,2,37,54.91839516,179,39,34,87
14675,3,56,5,177,58.9991083,179,39,34,87
3484,3,57,1,34,57.45075442,179,39,34,87
11200,3,57,4,34,54.2679258,179,39,34,87
3513,3,57,1,35,52.60750468,179,39,34,87
7293,3,57,2,36,56.68865648,179,39,34,87
7322,3,57,2,37,53.6537456,179,39,34,87
14676,3,57,5,177,56.93975765,179,39,34,87
25705,2,38,4,35,37.15336555,179,39,35,87
28235,2,38,5,37,28.52615098,179,39,35,87
30698,4,38,5,37,31.74635485,179,39,35,87
7230,3,39,2,34,28.68846136,179,39,35,87
25706,2,39,4,35,34.34537503,179,39,35,87
11224,3,39,4,35,32.28415433,179,39,35,87
3537,3,39,1,36,35.95396456,179,39,35,87
28236,2,39,5,37,27.91831266,179,39,35,87
14613,3,39,5,37,25.0907051,179,39,35,87
17491,1,40,2,34,29.20232826,179,39,35,87
20370,1,40,4,35,33.35749749,179,39,35,87
22819,1,40,5,37,24.43949973,179,39,35,87
30700,4,40,5,37,32.62400658,179,39,35,87
17492,1,41,2,34,32.43243322,179,39,35,87
7232,3,41,2,34,32.7344169,179,39,35,87
20371,1,41,4,35,35.5866198,179,39,35,87
11226,3,41,4,35,36.39824071,179,39,35,87
3539,3,41,1,36,38.78319367,179,39,35,87
22820,1,41,5,37,29.35333546,179,39,35,87
14615,3,41,5,37,28.19753731,179,39,35,87
30701,4,41,5,37,23.44818491,179,39,35,87
7233,3,55,2,34,32.83244506,179,39,35,87
11227,3,55,4,35,36.84927323,179,39,35,87
3540,3,55,1,36,39.35843108,179,39,35,87
14616,3,55,5,37,28.35472422,179,39,35,87
7234,3,56,2,34,34.9766477,179,39,35,87
11228,3,56,4,35,38.34986434,179,39,35,87
3541,3,56,1,36,40.05551599,179,39,35,87
14617,3,56,5,37,31.32680845,179,39,35,87
7235,3,57,2,34,41.12082372,179,39,35,87
11229,3,57,4,35,44.37280156,179,39,35,87
3542,3,57,1,36,47.31683324,179,39,35,87
14618,3,57,5,37,36.82025083,179,39,35,87
3594,3,38,1,38,28.38261403,179,38,38,88
20422,1,38,4,39,16.28061552,179,38,38,88
3623,3,38,1,39,3.855454363,179,38,38,88
11310,3,38,4,39,12.86043395,179,38,38,88
17615,1,38,2,40,17.44195116,179,38,38,88
22907,1,38,5,40,21.63870829,179,38,38,88
7432,3,38,2,40,11.69384005,179,38,38,88
14757,3,38,5,40,7.546197521,179,38,38,88
20423,1,39,4,39,10.11541237,179,38,38,88
17616,1,39,2,40,8.80152709,179,38,38,88
22908,1,39,5,40,5.316364013,179,38,38,88
30839,4,39,5,40,6.033133801,179,38,38,88
3596,3,40,1,38,2.713541703,179,38,38,88
25761,2,40,4,39,1.764224455,179,38,38,88
3625,3,40,1,39,24.27934236,179,38,38,88
11312,3,40,4,39,14.77951489,179,38,38,88
28327,2,40,5,40,4.938816212,179,38,38,88
7434,3,40,2,40,16.03920395,179,38,38,88
14759,3,40,5,40,20.12298135,179,38,38,88
17579,1,38,2,38,54.17965944,179,38,39,88
20404,1,38,4,38,59.9204736,179,38,39,88
22871,1,38,5,38,50.7490106,179,38,39,88
7374,3,38,2,38,50.03976782,179,38,39,88
11281,3,38,4,38,55.14612238,179,38,39,88
14699,3,38,5,38,47.91565978,179,38,39,88
17597,1,38,2,39,45.45904825,179,38,39,88
22889,1,38,5,39,49.38191879,179,38,39,88
7403,3,38,2,39,38.27154219,179,38,39,88
14728,3,38,5,39,44.07147022,179,38,39,88
20440,1,38,4,40,36.40715761,179,38,39,88
3652,3,38,1,40,48.40936105,179,38,39,88
11339,3,38,4,40,27.2091423,179,38,39,88
20458,1,38,4,41,49.09156528,179,38,39,88
3681,3,38,1,41,37.49910579,179,38,39,88
11368,3,38,4,41,43.72345423,179,38,39,88
17580,1,39,2,38,50.52246551,179,38,39,88
20405,1,39,4,38,55.73173474,179,38,39,88
22872,1,39,5,38,48.64598412,179,38,39,88
30783,4,39,5,38,46.3338094,179,38,39,88
17598,1,39,2,39,38.51920286,179,38,39,88
22890,1,39,5,39,44.50301174,179,38,39,88
30811,4,39,5,39,43.10083015,179,38,39,88
20441,1,39,4,40,27.18191942,179,38,39,88
20459,1,39,4,41,44.16184836,179,38,39,88
25743,2,40,4,38,55.21356298,179,38,39,88
28291,2,40,5,38,47.06651955,179,38,39,88
7376,3,40,2,38,53.26198869,179,38,39,88
11283,3,40,4,38,58.78149232,179,38,39,88
14701,3,40,5,38,49.88695125,179,38,39,88
28309,2,40,5,39,43.44547415,179,38,39,88
7405,3,40,2,39,44.46432148,179,38,39,88
14730,3,40,5,39,48.42701674,179,38,39,88
25779,2,40,4,40,26.33064571,179,38,39,88
